"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","below_below_below_below_superkingdom","below_below_below_below_below_superkingdom","phylum","below_phylum","below_below_phylum","subphylum","class","below_class","below_below_class","below_below_below_class","subclass","order","below_order","below_below_order","suborder","family","below_family","below_below_family","below_below_below_family","subfamily","tribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","below_below_below_species","subspecies","below_subspecies"
"1678841","1840214","species","Lentimicrobium saccharophilum","1","131567","2","1783270","68336","","","","976","","","","200643","","","","","171549","","","","1840213","","","","","","1840214","","","","","1678841","","","","",""
"229920","475966","species","Leptolinea tardivitalis","1","131567","2","1783272","","","","","200795","","","","292625","","","","","292629","","","","292628","","","","","","475966","","","","","229920","","","","",""
"1552121","47251","species","Leptolyngbya sp. NIES-2104","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890438","","","","","","47251","","","","","1552121","","","","",""
"102129","47251","species","Leptolyngbya sp. PCC 7375","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890438","","","","","","47251","","","","","102129","","","","",""
"111781","47251","species","Leptolyngbya sp. PCC 7376","1","131567","2","1783272","1798711","","","","1117","","","","","","","","","1890424","","","","1890438","","","","","","47251","","","","","111781","","","","",""
"172","171","species","Leptospira biflexa","1","131567","2","","","","","","203691","","","","203692","1643688","","","","","","","","170","","","","","","171","","","","","172","","","","",""
"29508","171","species","Leptospira meyeri","1","131567","2","","","","","","203691","","","","203692","1643688","","","","","","","","170","","","","","","171","","","","","29508","","","","",""
"34029","88","species","Leptothrix cholodnii","1","131567","2","","","","","","1224","","","","28216","","","","","80840","119065","224471","","","","","","","","88","","","","","34029","","","","",""
"40542","32067","species","Leptotrichia buccalis","1","131567","2","","","","","","32066","","","","203490","","","","","203491","","","","1129771","","","","","","32067","","","","","40542","","","","",""
"1785996","32067","species","Leptotrichia sp. oral taxon 847","1","131567","2","","","","","","32066","","","","203490","","","","","203491","","","","1129771","","","","","","32067","","","","","1785996","","","","",""
"491918","55968","species","Leucobacter chironomi","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","55968","","","","","491918","","","","",""
"861268","55968","species","Leucobacter sp. 4J7B1","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","55968","","","","","861268","","","","",""
"663704","55968","species","Leucobacter sp. G161","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85006","","","","85023","","","","","","55968","","","","","663704","","","","",""
"33964","1243","species","Leuconostoc citreum","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","81850","","","","","","1243","","","","","33964","","","","",""
"1244","1243","species","Leuconostoc gelidum","1","131567","2","1783272","","","","","1239","","","","91061","","","","","186826","","","","81850","","","","","","1243","","","","","1244","","","","",""
"45248","45247","species","Leucothrix mucor","1","131567","2","","","","","","1224","","","","1236","","","","","72273","","","","135617","","","","","","45247","","","","","45248","","","","",""
"229921","475965","species","Levilinea saccharolytica","1","131567","2","1783272","","","","","200795","","","","292625","","","","","292629","","","","292628","","","","","","475965","","","","","229921","","","","",""
"70995","70994","species","Lewinella cohaerens","1","131567","2","1783270","68336","","","","976","","","","1853228","","","","","1853229","","","","89374","","","","","","70994","","","","","70995","","","","",""
"70998","70994","species","Lewinella persica","1","131567","2","1783270","68336","","","","976","","","","1853228","","","","","1853229","","","","89374","","","","","","70994","","","","","70998","","","","",""
"1803372","70994","species","Lewinella sp. 4G2","1","131567","2","1783270","68336","","","","976","","","","1853228","","","","","1853229","","","","89374","","","","","","70994","","","","","1803372","","","","",""
"1273132","34019","species","Liberibacter crescens","1","131567","2","","","","","","1224","","","","28211","","","","","356","","","","82115","","","","","","34019","","","","","1273132","","","","",""
"1813033","131079","species","Limnobacter sp. CACIAM 66H1","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","119060","","","","","","131079","","","","","1813033","","","","",""
"1555112","1676651","species","Limnochorda pilosa","1","131567","2","1783272","","","","","1239","","","","1676648","","","","","1676649","","","","1676650","","","","","","1676651","","","","","1555112","","","","",""
"1678129","665874","species","Limnohabitans sp. 103DPR2","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","665874","","","","","1678129","","","","",""
"1100705","665874","species","Limnohabitans sp. 2KL-27","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","665874","","","","","1100705","","","","",""
"1100719","665874","species","Limnohabitans sp. Rim11","1","131567","2","","","","","","1224","","","","28216","","","","","80840","","","","80864","","","","","","665874","","","","","1100719","","","","",""
"1494962","1637","species","Listeria floridensis","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186820","","","","","","1637","","","","","1494962","","","","",""
"1639","1637","species","Listeria monocytogenes","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186820","","","","","","1637","","","","","1639","","","","",""
"1494964","1637","species","Listeria riparia","1","131567","2","1783272","","","","","1239","","","","91061","","","","","1385","","","","186820","","","","","","1637","","","","","1494964","","","","",""
"491388","947567","species","Litoreibacter arenae","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","947567","","","","","491388","","","","",""
"278132","245186","species","Loktanella hongkongensis","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","245186","","","","","278132","","","","",""
"1700845","245186","species","Loktanella sp. 1ANDIMAR09","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","245186","","","","","1700845","","","","",""
"1225657","245186","species","Loktanella sp. 3ANDIMAR09","1","131567","2","","","","","","1224","","","","28211","","","","","204455","","","","31989","","","","","","245186","","","","","1225657","","","","",""
"360412","475961","species","Longilinea arvoryzae","1","131567","2","1783272","","","","","200795","","","","292625","","","","","292629","","","","292628","","","","","","475961","","","","","360412","","","","",""
"203523","203522","species","Longispora albida","1","131567","2","1783272","","","","","201174","","","","1760","","","","","85008","","","","28056","","","","","","203522","","","","","203523","","","","",""
"71657","1082702","species","Lonsdalea quercina","1","131567","2","","","","","","1224","","","","1236","","","","","91347","","","","1903410","","","","","","1082702","","","","","71657","","","","",""
"242606","242605","species","Luteibacter rhizovicinus","1","131567","2","","","","","","1224","","","","1236","","","","","135614","","","","1775411","","","","","","242605","","","","","242606","","","","",""
"1500891","242605","species","Luteibacter sp. 9133","1","131567","2","","","","","","1224","","","","1236","","","","","135614","","","","1775411","","","","","","242605","","","","","1500891","","","","",""
"345309","242605","species","Luteibacter yeojuensis","1","131567","2","","","","","","1224","","","","1236","","","","","135614","","","","1775411","","","","","","242605","","","","","345309","","","","",""
"1247514","83614","species","Luteimonas abyssi","1","131567","2","","","","","","1224","","","","1236","","","","","135614","","","","32033","","","","","","83614","","","","","1247514","","","","",""
